Tab,Q,SQ,SSQ,SSSQ,Question,Class,Unit,Repetitive,Tab_Name,Question_Text,SPSS_header,Short_Question,Likert_Affect_Direction,Answer_Labels,Answer_Numbers,MAR_Cross_Reference
D3C,1,11,,,D3C.1.11,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Main livelihood occupation - First, Other",D3C_11f,"Other Ctry: Main livelihood occupation - First, Other",,"c(""Land Owner"", ""Farmer/Fishmonger/Fish Cultivator"", ""Agricultural worker"", ""Fisherman"", ""Poultry/cattle raising"", ""Home based manufacturing (handicrafts, food products)"", ""Rickshaw driver/ Brick breaking/ Road building/Construction worker/boatman/earth work"", ""Domestic servant"", ""Non agricultural worker(factory worker, blue collar service)"", ""Carpenter/massion/bus/taxi driver/construction supervisor/Seamstreses/ tailor/police an/armed services/dai/ community health worker/FWA/similar services"", ""Doctor/lawyer/dentist/accountant/
teacher/nurse/ FWV (family
welfare visitor) /mid & high level
services (Government,
private)/Amanuensis/Clerk"",
""Big businessman"",""Small business/trader"", ""Unemployed/student"", ""Retired"", ""Pensioner"", 
""Homemaker"",  ""Disable/unable to work"", ""Others"", ""Don't know/ not stated"") 
","c(1:19, 9999)",
D3C,1,12,1,,D3C.1.12.1,Quantitative,Taka,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (taka) - First, Other",D3C_12Af,"Other Ctry: Wage (taka) - First, Other",,,,
D3C,1,12,2,,D3C.1.12.2,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (other wage unit) - First, Other",D3C_12Bf,"Other Ctry: Wage (other wage unit) - First, Other",,"c(""Daily"", ""Weekly"", ""Monthly"", ""Yearly"", ""Other"")",c(1:5),
D3C,1,12,3,,D3C.1.12.3,Yes/No,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Other (material) - First, Other",D3C_12Cf,"Other Ctry: Other (material) - First, Other",,,,
D3C,3,4,,,D3C.3.4,Integer,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Total number trips - Last, Other",D3C_4l,"Other Ctry: Total number trips - Last, Other",,,,
D3C,3,6,,,D3C.3.6,Text,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Place of destination - Last, Other",D3C_6l,"Other Ctry: Place of destination - Last, Other",,,,
D3C,3,7,,,D3C.3.7,Integer,Year,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Year of arrival - Last, Other",D3C_7l,"Other Ctry: Year of arrival - Last, Other",,,,
D3C,3,8,,,D3C.3.8,Quantitative,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Duration of stay - Last, Other",D3C_8l,"Other Ctry: Duration of stay - Last, Other",,,,
D3C,3,9,,,D3C.3.9,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Purpose of trip - Last, Other",D3C_9l,"Other Ctry: Purpose of trip - Last, Other",,"c(""Work/earn money"", ""Fear of wild animals"", ""Fear for safety/ violence"", ""Oppression"", ""River erosion"", ""Cyclone"", ""Flooding"", ""Other"")",c(1:7),
D3C,3,10,1,,D3C.3.10.1,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Documentation: Crossing - Last, Other",D3C_10Al,"Other Ctry: Documentation: Crossing - Last, Other",,"c(""Border crossing card"", ""Special passport"", ""International passport"", ""No documents"", ""Other"")",c(1:5),
D3C,3,10,2,,D3C.3.10.2,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Documentation: Visa - Last, Other",D3C_10Bl,"Other Ctry: Documentation: Visa - Last, Other",,"c(""Tourist visa"", ""Work visa"", ""Student visa"", ""No visa"", ""other"")",c(1:5),
D3C,3,11,,,D3C.3.11,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Main livelihood occupation - Last, Other",D3C_11l,"Other Ctry: Main livelihood occupation - Last, Other",,"c(""Land Owner"", ""Farmer/Fishmonger/Fish Cultivator"", ""Agricultural worker"", ""Fisherman"", ""Poultry/cattle raising"", ""Home based manufacturing (handicrafts, food products)"", ""Rickshaw driver/ Brick breaking/ Road building/Construction worker/boatman/earth work"", ""Domestic servant"", ""Non agricultural worker(factory worker, blue collar service)"", ""Carpenter/massion/bus/taxi driver/construction supervisor/Seamstreses/ tailor/police an/armed services/dai/ community health worker/FWA/similar services"", ""Doctor/lawyer/dentist/accountant/
teacher/nurse/ FWV (family
welfare visitor) /mid & high level
services (Government,
private)/Amanuensis/Clerk"",
""Big businessman"",""Small business/trader"", ""Unemployed/student"", ""Retired"", ""Pensioner"", 
""Homemaker"",  ""Disable/unable to work"", ""Others"", ""Don't know/ not stated"") 
","c(1:19, 9999)",
D3C,3,12,1,,D3C.3.12.1,Quantitative,Taka,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (taka) - Last, Other",D3C_12Al,"Other Ctry: Wage (taka) - Last, Other",,,,
D3C,3,12,2,,D3C.3.12.2,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (other wage unit) - Last, Other",D3C_12Bl,"Other Ctry: Wage (other wage unit) - Last, Other",,"c(""Daily"", ""Weekly"", ""Monthly"", ""Yearly"", ""Other"")",c(1:5),
D3C,3,12,3,,D3C.3.12.3,Yes/No,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Other (material) - Last, Other",D3C_12Cl,"Other Ctry: Other (material) - Last, Other",,,,
D3C,2,4,,,D3C.2.4,Integer,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Total number trips - 2nd Last, Other",D3C_4s,"Other Ctry: Total number trips - 2nd Last, Other",,,,
D3C,2,6,,,D3C.2.6,Text,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Place of destination - 2nd Last, Other",D3C_6s,"Other Ctry: Place of destination - 2nd Last, Other",,,,
D3C,2,7,,,D3C.2.7,Integer,Year,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Year of arrival - 2nd Last, Other",D3C_7s,"Other Ctry: Year of arrival - 2nd Last, Other",,,,
D3C,2,8,,,D3C.2.8,Quantitative,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Duration of stay - 2nd Last, Other",D3C_8s,"Other Ctry: Duration of stay - 2nd Last, Other",,,,
D3C,2,9,,,D3C.2.9,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Purpose of trip - 2nd Last, Other",D3C_9s,"Other Ctry: Purpose of trip - 2nd Last, Other",,"c(""Work/earn money"", ""Fear of wild animals"", ""Fear for safety/ violence"", ""Oppression"", ""River erosion"", ""Cyclone"", ""Flooding"", ""Other"")",c(1:7),
D3C,2,10,1,,D3C.2.10.1,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Documentation: Crossing - 2nd Last, Other",D3C_10As,"Other Ctry: Documentation: Crossing - 2nd Last, Other",,"c(""Border crossing card"", ""Special passport"", ""International passport"", ""No documents"", ""Other"")",c(1:5),
D3C,2,10,2,,D3C.2.10.2,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Documentation: Visa - 2nd Last, Other",D3C_10Bs,"Other Ctry: Documentation: Visa - 2nd Last, Other",,"c(""Tourist visa"", ""Work visa"", ""Student visa"", ""No visa"", ""other"")",c(1:5),
D3C,2,11,,,D3C.2.11,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Main livelihood occupation - 2nd Last, Other",D3C_11s,"Other Ctry: Main livelihood occupation - 2nd Last, Other",,"c(""Land Owner"", ""Farmer/Fishmonger/Fish Cultivator"", ""Agricultural worker"", ""Fisherman"", ""Poultry/cattle raising"", ""Home based manufacturing (handicrafts, food products)"", ""Rickshaw driver/ Brick breaking/ Road building/Construction worker/boatman/earth work"", ""Domestic servant"", ""Non agricultural worker(factory worker, blue collar service)"", ""Carpenter/massion/bus/taxi driver/construction supervisor/Seamstreses/ tailor/police an/armed services/dai/ community health worker/FWA/similar services"", ""Doctor/lawyer/dentist/accountant/
teacher/nurse/ FWV (family
welfare visitor) /mid & high level
services (Government,
private)/Amanuensis/Clerk"",
""Big businessman"",""Small business/trader"", ""Unemployed/student"", ""Retired"", ""Pensioner"", 
""Homemaker"",  ""Disable/unable to work"", ""Others"", ""Don't know/ not stated"") 
","c(1:19, 9999)",
D3C,2,12,1,,D3C.2.12.1,Quantitative,Taka,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (taka) - 2nd Last, Other",D3C_12As,"Other Ctry: Wage (taka) - 2nd Last, Other",,,,
D3C,2,12,2,,D3C.2.12.2,Categorical ,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Wage (other wage unit) - 2nd Last, Other",D3C_12Bs,"Other Ctry: Wage (other wage unit) - 2nd Last, Other",,"c(""Daily"", ""Weekly"", ""Monthly"", ""Yearly"", ""Other"")",c(1:5),
D3C,2,12,3,,D3C.2.12.3,Yes/No,,TRUE,Information about other household members with migratory experience to other countries,"Other Ctry: Other (material) - 2nd Last, Other",D3C_12Cs,"Other Ctry: Other (material) - 2nd Last, Other",,,,
Q2,1,,,,Q2.1,Quantitative,Cm,TRUE,Health,Health: Height,Q2_1,Health: Height,,,,
Q2,2,,,,Q2.2,Quantitative,Kg,TRUE,Health,Health: Weight,Q2_2,Health: Weight,,,,
Q2,3,,,,Q2.3,Yes/No,,TRUE,Health,Health: Sought medical care in the last year?,Q2_3,Health: Sought medical care in the last year?,,,,
Q2,4,1,,,Q2.4.1,Yes/No,,TRUE,Health,"Health: If yes, where?: MBBS (private)",Q2_4V1,"Health: If yes, where?: MBBS (private)",,,,
Q2,4,2,,,Q2.4.2,Yes/No,,TRUE,Health,"Health: If yes, where?: MBBS (ICDDR, B Hospital)",Q2_4V2,"Health: If yes, where?: MBBS (ICDDR, B Hospital)",,,,
Q2,4,3,,,Q2.4.3,Yes/No,,TRUE,Health,"Health: If yes, where?: MBBS (Government)",Q2_4V3,"Health: If yes, where?: MBBS (Government)",,,,
Q2,4,4,,,Q2.4.4,Yes/No,,TRUE,Health,"Health: If yes, where?: Compounder",Q2_4V4,"Health: If yes, where?: Compounder",,,,
Q2,4,5,,,Q2.4.5,Yes/No,,TRUE,Health,"Health: If yes, where?: Nurse",Q2_4V5,"Health: If yes, where?: Nurse",,,,
Q2,4,6,,,Q2.4.6,Yes/No,,TRUE,Health,"Health: If yes, where?: Health worker",Q2_4V6,"Health: If yes, where?: Health worker",,,,
Q2,4,7,,,Q2.4.7,Yes/No,,TRUE,Health,"Health: If yes, where?: Health worker (ICDDR, B Hospital)",Q2_4V7,"Health: If yes, where?: Health worker (ICDDR, B Hospital)",,,,
Q2,4,8,,,Q2.4.8,Yes/No,,TRUE,Health,"Health: If yes, where?: FWV",Q2_4V8,"Health: If yes, where?: FWV",,,,
Q2,4,9,,,Q2.4.9,Yes/No,,TRUE,Health,"Health: If yes, where?: FWA",Q2_4V9,"Health: If yes, where?: FWA",,,,
Q2,4,10,,,Q2.4.10,Yes/No,,TRUE,Health,"Health: If yes, where?: TTBA",Q2_4V10,"Health: If yes, where?: TTBA",,,,
Q2,4,11,,,Q2.4.11,Yes/No,,TRUE,Health,"Health: If yes, where?: TBA",Q2_4V11,"Health: If yes, where?: TBA",,,,
Q2,4,12,,,Q2.4.12,Yes/No,,TRUE,Health,"Health: If yes, where?: Village doctor",Q2_4V12,"Health: If yes, where?: Village doctor",,,,
Q2,4,13,,,Q2.4.13,Yes/No,,TRUE,Health,"Health: If yes, where?: Pharmacist/drug store",Q2_4V13,"Health: If yes, where?: Pharmacist/drug store",,,,
Q2,4,14,,,Q2.4.14,Yes/No,,TRUE,Health,"Health: If yes, where?: Kabiraj/Hekimi/Homeopath",Q2_4V14,"Health: If yes, where?: Kabiraj/Hekimi/Homeopath",,,,
Q2,4,15,,,Q2.4.15,Yes/No,,TRUE,Health,"Health: If yes, where?: Home visit ICCDR, B worker",Q2_4V15,"Health: If yes, where?: Home visit ICCDR, B worker",,,,
Q2,4,16,,,Q2.4.16,Yes/No,,TRUE,Health,"Health: If yes, where?: Home visit FWA",Q2_4V16,"Health: If yes, where?: Home visit FWA",,,,
Q2,4,17,,,Q2.4.17,Yes/No,,TRUE,Health,"Health: If yes, where?: Other",Q2_4V17,"Health: If yes, where?: Other",,,,
Q2,4,18,,,Q2.4.18,Yes/No,,TRUE,Health,"Health: If yes, where?: No one",Q2_4V18,"Health: If yes, where?: No one",,,,
Q2,5,,,,Q2.5,Yes/No,,TRUE,Health,Health: Do you feel that you have any such health problem╔,Q2_5,Health: Do you feel that you have any such health problem╔,,,,
Q2,6,1,,,Q2.6.1,Yes/No,,TRUE,Health,Health: Why unable to get?: not too serious,Q2_6V1,Health: Why unable to get?: not too serious,,,,
Q2,6,2,,,Q2.6.2,Yes/No,,TRUE,Health,Health: Why unable to get?: don't know where to go,Q2_6V2,Health: Why unable to get?: don't know where to go,,,,
Q2,6,3,,,Q2.6.3,Yes/No,,TRUE,Health,Health: Why unable to get?: too expensive,Q2_6V3,Health: Why unable to get?: too expensive,,,,
Q2,6,4,,,Q2.6.4,Yes/No,,TRUE,Health,Health: Why unable to get?: too far away,Q2_6V4,Health: Why unable to get?: too far away,,,,
Q2,6,5,,,Q2.6.5,Yes/No,,TRUE,Health,Health: Why unable to get?: medicine at home/self-medicate,Q2_6V5,Health: Why unable to get?: medicine at home/self-medicate,,,,
Q2,6,6,,,Q2.6.6,Yes/No,,TRUE,Health,Health: Why unable to get?: other,Q2_6V6,Health: Why unable to get?: other,,,,
Q2,7,,,,Q2.7,Categorical ,,TRUE,Health,Health: Quality of health when you got married?,Q2_7,Health: Quality of health when you got married?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,8,,,,Q2.8,Categorical ,,TRUE,Health,Health: Quality of health last year?,Q2_8,Health: Quality of health last year?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,9,,,,Q2.9,Categorical ,,TRUE,Health,Health: Current quality of health?,Q2_9,Health: Current quality of health?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,10,,,,Q2.10,Categorical ,,TRUE,Health,Health: What do you mean by fairly healthy?,Q2_10,Health: What do you mean by fairly healthy?,,"c(""Better than average health compared to others of same age"", ""Worse than average health compared to others of same age"")",c(1:2),
Q2,11,,,,Q2.11,Categorical ,,TRUE,Health,Health: Hypertension or high blood pressure,Q2_11,Health: Hypertension or high blood pressure,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,12,,,,Q2.12,Categorical ,,TRUE,Health,Health: Diabetes or high sugar levels,Q2_12,Health: Diabetes or high sugar levels,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,13,,,,Q2.13,Categorical ,,TRUE,Health,Health: Heart attack or cardiac problems,Q2_13,Health: Heart attack or cardiac problems,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,14,,,,Q2.14,Categorical ,,TRUE,Health,Health: Stroke,Q2_14,Health: Stroke,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,15,,,,Q2.15,Categorical ,,TRUE,Health,Health: Chronic lung conditions/Respiratory problems,Q2_15,Health: Chronic lung conditions/Respiratory problems,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,16,,,,Q2.16,Categorical ,,TRUE,Health,Health: Gastro-intestinal problems,Q2_16,Health: Gastro-intestinal problems,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,17,,,,Q2.17,Categorical ,,TRUE,Health,Health: Psychiatric problems,Q2_17,Health: Psychiatric problems,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,18,,,,Q2.18,Categorical ,,TRUE,Health,Health: Cancer,Q2_18,Health: Cancer,,"c(""Yes, had in past but not currently"", ""Yes, have currently"", ""Never had it"")",c(1:3),
Q2,19,,,,Q2.19,Categorical ,,TRUE,Health,Health: Quality of health prior to last migration within Bangladesh?,Q2_19,Health: Quality of health prior to last migration within Bangladesh?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,20,,,,Q2.20,Categorical ,,TRUE,Health,Health: Quality of health after last migration within Bangladesh?,Q2_20,Health: Quality of health after last migration within Bangladesh?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,21,,,,Q2.21,Categorical ,,TRUE,Health,Health: Quality of health prior to last migration to India?,Q2_21,Health: Quality of health prior to last migration to India?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,22,,,,Q2.22,Categorical ,,TRUE,Health,Health: Quality of health after last migration to India?,Q2_22,Health: Quality of health after last migration to India?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,23,,,,Q2.23,Categorical ,,TRUE,Health,Health: Quality of health prior to last migration to other countries?,Q2_23,Health: Quality of health prior to last migration to other countries?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
Q2,24,,,,Q2.24,Categorical ,,TRUE,Health,Health: Quality of health after last migration to other countries?,Q2_24,Health: Quality of health after last migration to other countries?,,"c(""Healthy"", ""Fairly healthy"", ""Unhealthy/Sick"")",c(1:3),
